asset_class,counterparty,instrument_id,instrument_name,trade_date_time,trade_date_time_2,price,buySellIndicator,trader
Comedy|Romance,Gutkowski-Schinner,402007605-7,AAPL,2022-04-12,17:38,216.87,true,Lamond Cleere
Documentary,Hintz Inc,991913065-6,BGR,2021-08-05,22:44,223.68,true,Gianna Argue
Western,Bogan Inc,388608883-9,CPSS,2021-10-14,20:07,385.15,false,Mahmoud Edkins
Adventure|Drama|Sci-Fi,"Kirlin, MacGyver and Nitzsche",424210656-4,CLNT,2021-10-05,22:19,746.55,false,Miof mela Amburgy
Drama,Greenholt and Sons,242299772-4,HCI,2022-01-22,21:00,577.79,false,Pryce Learmonth
Documentary,Ortiz and Sons,744383935-9,APPN,2021-07-17,2:40,868.62,true,Gilburt Mattiuzzi
Drama,"Ondricka, Sipes and Lind",915831993-X,GDL,2021-11-11,10:51,784.25,true,Guillaume Baysting
Comedy|Mystery,Hudson-Harris,875273258-4,PJH,2022-01-17,4:40,529.22,true,Kalindi Starmer
Drama|War,"Adams, Cartwright and Nienow",651824354-6,CVGI,2022-04-13,7:04,178.66,false,Judi Truscott
Comedy,"Hahn, Johnson and Hudson",024765997-5,MBFIP,2021-10-27,23:08,359.14,false,Sabina Robinson
Comedy|Romance,,093142052-0,ARC,2022-06-08,15:55,79.38,true,Lissi Dellow
Drama|Musical|Romance,"Kuhic, Orn and Mann",612453480-0,FMK,2021-08-25,12:16,205.34,true,Ellsworth Karsh
Horror,,030132514-6,SBH,2022-04-09,1:53,788.13,true,Iorgo Sargant
Drama|Musical|Romance,Wolff-Stracke,732216408-3,GALE,2021-11-01,16:40,63.94,true,Ingamar Sink
Horror,Daugherty and Sons,508910042-X,DY,2022-05-08,14:25,697.49,true,Gun Mathy
Drama,Bogan Group,285573989-6,MNST,2022-05-11,23:18,952.43,false,Flynn Stuck
Drama|Horror|Romance,Kris-Larkin,340641823-6,STBZ,2021-11-18,16:14,818.5,true,Koral Glentworth
Drama,"Walsh, Schmidt and Cassin",903697465-8,UTI,2021-12-26,20:33,589.27,true,Brock Rumford
Action|Adventure|Crime|Romance|Western,"Ledner, Breitenberg and Rath",873831455-X,CYCC,2021-07-25,17:51,216.83,false,Ginelle Camm
Drama,Ferry-Littel,630036494-1,D,2022-02-04,18:24,202.54,false,Sauveur Dafydd
(no genres listed),,274055161-4,MANH,2022-04-09,15:41,649.17,true,Leodora Smallpiece
Comedy|Drama,Rolfson LLC,324252916-2,BNDX,2022-04-03,5:15,455.95,false,Lilli Dowdell
Drama|Thriller,Harris and Sons,332578108-X,WSM,2021-08-03,10:38,357.93,false,Shay Choudhury
Drama|Mystery|Thriller,,215283738-X,IBB,2021-12-11,7:56,86.74,true,Arlee Dargie
Drama|Mystery,Boehm-Satterfield,568374036-3,IMNP          ,2021-08-01,15:27,850.34,false,Thaxter Bischof
Crime|Drama,Roob-Thiel,377266683-3,JPM^E,2021-09-30,8:09,955.03,true,Mic Tutton
Horror,Farrell LLC,349362152-3,WILC,2022-01-12,17:26,374.9,true,Cinderella Scrogges
Sci-Fi,Rodriguez LLC,371015898-2,KO,2022-05-26,20:03,516.67,false,Debor Dakers
Documentary,Lowe-Gorczany,970050847-1,FCFS,2021-08-13,18:49,219.04,false,Corby Heinzel
Action|Drama|Sci-Fi,Towne LLC,248428179-X,CAKE,2022-05-15,22:06,606.88,false,Daisy Horbart
Drama,Strosin-Okuneva,995185149-5,CRME,2022-04-26,23:38,561.01,false,Tiff Roll
Drama|Thriller,Hahn-Cartwright,677884308-X,FSB,2022-06-06,18:19,21.15,true,Normand Maneylaws
Crime|Drama|Thriller,Hyatt-Kling,470791151-X,GPIAW,2021-10-18,4:40,409.11,true,Eachelle Filon
(no genres listed),Dietrich Inc,808430464-X,MAIN,2022-05-30,6:59,151.29,false,Dore Stubbe
Documentary,Hane-Dooley,993716331-5,CNAT,2021-09-30,3:19,543.9,false,Vaughn Moxsom
Crime|Drama|Thriller,Kirlin LLC,938238531-2,ETSY,2022-05-27,10:34,61.6,false,Cullie Zwicker
(no genres listed),Kuhn-Kulas,779353679-7,MHLD,2021-10-31,18:27,168.48,true,Ferdinande Markson
Drama,Ebert-Simonis,697353360-4,PTH,2022-05-18,22:25,333.23,false,Dinny Rubery
Documentary,Fay-Lindgren,025845961-1,PTEN,2022-04-20,12:39,713.1,true,Therine Cham
Animation|Children,"Brakus, Runte and Bartoletti",588710511-9,BNTCW,2021-08-18,1:03,91.4,true,Mace Gittose
Comedy,Hamill-Kemmer,512732034-7,MON,2022-03-16,3:25,886.2,true,Gib Dran
Comedy|Drama|Romance,Mayer-O'Hara,890463195-5,LAUR,2021-09-27,12:36,668.64,true,Woodman Thow
Drama,"Senger, Kunze and Schmeler",189893289-1,CTRE,2022-03-25,11:57,840.85,true,Arnie Domingues
Drama|War,Ward-Emmerich,025814363-0,NOAH,2022-01-14,3:15,989.01,true,Rebecca Agronski
Sci-Fi,Moen LLC,532857094-4,RFDI,2021-12-31,21:51,853.08,true,Wakefield Barrat
Drama,Crona and Sons,064162440-9,SCWX,2021-09-28,16:29,598.03,true,Gertrude Sellack
Animation|Children,Dicki and Sons,680092013-4,NMRX,2021-11-08,13:59,567.39,true,Katya Wrack
Comedy,Smith LLC,187694956-2,AFAM,2022-04-28,15:20,34.94,true,Andrew Sinfield
Action|Adventure|Drama|Thriller,Wolf-Robel,083041777-X,BAC,2021-12-09,20:44,582.33,true,Chandler Essam
Drama,Smitham-Steuber,147183309-7,VBIV,2021-10-19,23:56,42.42,true,Arlyn Trimbey
(no genres listed),Koss-Konopelski,193176117-5,ASFI,2022-02-08,14:01,67.84,false,Aili Goodrich
Documentary,"Ernser, Mante and Cartwright",182581271-3,INST,2021-08-23,6:59,93.82,true,Kynthia Budgey
Drama,Bechtelar LLC,599848584-X,NKTR,2021-11-02,22:40,833.87,false,Germayne Barnaclough
Comedy,"Monahan, Runolfsson and Hoeger",583546799-0,EPR^C,2022-02-26,14:30,404.68,false,Robbin Hatchette
Drama|Romance,"McLaughlin, Medhurst and Rempel",903860979-5,OSG,2022-02-21,10:24,364.81,false,Horace Frantzen
Drama,Reynolds-Dietrich,963329700-1,LSI,2022-01-04,5:58,296.45,true,Kenna Mumford
Comedy,"Kuphal, Hills and Carroll",762928260-5,CVEO,2022-04-19,5:26,501.91,true,Anna-diana Palay
Comedy|Drama|Romance,Bogisich-Reichert,334564406-1,JMT,2021-09-29,11:16,115.09,true,Terri Bonifas
Drama,Gutmann-Feil,524006727-9,BNS,2021-08-06,14:32,542.23,true,Easter Towns
Animation|Drama|Romance,"Gulgowski, Kiehn and O'Hara",965472270-4,KYE,2022-03-12,16:37,937.41,false,Gibbie Everley
Crime|Drama,"Johnston, Terry and Gerhold",767718173-2,EPR^F,2022-01-05,23:38,155.86,false,Conrade Yeats
Comedy|Horror|Mystery|Sci-Fi,Lynch-Langosh,074162000-6,AT,2021-10-04,14:46,468.51,true,Brittaney Scarce
Action|Adventure|Comedy|Drama|Romance|War,Casper-Romaguera,709308456-7,KBR,2022-02-21,10:21,448.69,true,Andreana Isakovitch
Comedy|Romance,"Abernathy, Cruickshank and Larson",404623173-4,NMS,2021-12-12,13:54,709.11,false,Maggi Danihelka
Comedy,"Mann, Smitham and Lindgren",325449980-8,PNBK,2021-12-15,17:55,383.88,false,Hasheem Goldingay
Comedy,Sporer-Ferry,250387793-1,PGR,2022-05-06,23:23,523.17,false,Janey Espinosa
Crime|Mystery|Thriller,Block LLC,352387309-6,MMDM,2022-04-12,18:59,365.26,true,Haywood Cescon
Drama,Barrows and Sons,988938517-1,SLRC,2022-01-06,2:06,797.21,false,Worden Moulton
Horror,"Johnson, Cole and Wiegand",232681527-0,EPR^C,2021-09-29,14:09,814.1,true,Egan Brockbank
Drama|War,Hyatt Inc,468945424-8,AHL,2021-11-17,15:42,203.63,false,Jyoti Quemby
Drama,Mayer Group,545735210-2,ZBK,2022-03-23,16:48,602.29,true,Arnold Leavesley
Drama,"Howe, Terry and Rolfson",750120561-2,NRG,2022-06-17,16:28,929.83,false,Hymie Geere
Comedy|Horror|Sci-Fi|Thriller,Jast Inc,063077713-6,AEL,2021-12-08,2:01,799.11,false,Jaquenette Thomtson
Documentary,"Rice, Rohan and Dickens",717265062-X,WAGE,2022-06-23,3:19,410.28,false,Edeline Ferronel
Comedy|Romance,Medhurst and Sons,410229494-5,SXE,2022-06-12,22:39,907.06,false,Othilia Beade
Comedy|Drama|Romance,"Breitenberg, McGlynn and Hauck",255666989-6,TBPH,2022-06-06,11:38,645.9,false,Kippy Lardnar
Comedy,Kerluke-Hamill,141780440-8,XTLB,2021-12-06,10:38,418.91,true,Corty Stockton
Drama,Orn and Sons,094007195-9,MBUU,2022-01-25,13:43,561.93,false,Anabal McManamen
Documentary,Jast-Jast,639223846-8,CFX,2022-04-25,15:04,387.96,false,Elbert Championnet
Drama,Hackett-Goldner,941600107-4,BBK,2022-04-26,20:15,840.97,true,Kalvin Dale
Drama|Romance,Hickle-Jacobson,241707589-X,NSEC,2021-07-23,9:15,799.8,false,Claudie Fugere
Action|Adventure|Sci-Fi|Thriller,Conroy Group,679922361-7,SENEB,2021-09-14,3:28,824.36,true,Aurelie Sturch
Action|Adventure,"Abshire, Kling and Bechtelar",357843438-8,PNRA,2021-11-09,21:06,704.76,true,Ketti South
Drama,"Willms, Yost and Shields",381737144-6,BMLP,2021-12-05,21:32,275.9,false,Aldo Elvey
Children|Comedy|Romance,Funk LLC,549871001-1,IBOC,2022-03-31,12:22,441.16,true,Rafaelita Bonas
Crime|Drama|Romance|Thriller,Beahan Inc,325378098-8,FENG,2021-08-05,18:21,848.8,false,Melania Stowers
Comedy,Luettgen LLC,753073380-X,ULTA,2022-03-02,21:48,810.07,false,Dario Roalfe
Comedy|Drama,"Hermiston, Cartwright and Leuschke",679047586-9,GRX,2022-05-18,2:32,663.85,false,Ania Bowles
Drama,"Schaefer, Harris and McCullough",369379310-7,SELB,2022-03-12,4:17,360.25,true,Luciano Toth
Crime|Drama|Romance,Sawayn Group,625671270-6,PSA^X,2021-07-17,18:26,603.17,true,Farrel Benton
Drama|Horror|Thriller,Moore-Hermiston,875904962-6,IPKW,2022-04-24,11:29,648.52,false,Abbey O'Flynn
Comedy|Drama,"VonRueden, West and Kuhn",569054350-0,ARDX,2022-06-07,8:15,214.81,true,Glad Suffe
Comedy|Drama|Romance,"Shanahan, Howe and Von",454793814-8,GLPG,2022-04-21,15:45,211.42,true,Blinnie Pascoe
Drama,Goldner and Sons,485055366-4,DLTH,2022-03-03,19:17,75.99,false,Evvie Dundon
Drama|Horror|Thriller,Wintheiser-Lemke,831429539-6,ARCB,2022-06-08,21:24,144.91,true,Donna Hammerich
Adventure|Comedy|Crime|Drama,"Gleason, Wisoky and Rowe",228204323-5,FDUS,2021-07-12,16:49,470.03,true,Peg Tullis
Drama,"Bernier, Smitham and Rosenbaum",758589662-X,NEWM,2021-10-31,13:57,744.72,true,Giselbert Ellesworthe
Drama,Turcotte-Ryan,286446340-7,ROSEU,2022-03-06,23:10,652.49,true,Sybyl Anstey
Documentary,Willms-Dicki,971350357-0,BIF,2021-11-12,19:21,406.47,false,Westley Baptist
Action|Adventure|War,"Blick, Schulist and Hackett",790175641-1,FTHI,2022-06-23,7:20,539.13,true,Mace Longstaffe
Drama|War,Marvin and Sons,993377335-6,PPHMP,2021-08-18,20:48,620.26,true,Marrissa Nesbeth
Action|Thriller,"Bernier, Carter and Breitenberg",002760251-6,LXP,2022-03-21,17:41,591.61,true,Clifford Becke
Drama,Hoppe Inc,723246620-X,GLA,2021-11-05,0:27,719.31,true,Wolfie Thorowgood
Documentary,Cartwright-Abernathy,925084590-1,NEE^H,2021-09-16,1:15,199.07,false,Benita Waller
Action|Adventure|Comedy,Jaskolski LLC,010484699-2,STE,2022-02-01,2:32,713.95,false,Kenny Lias
Action|Animation,"Zemlak, Effertz and Steuber",934345963-7,PNQI,2021-08-08,6:01,544.86,true,Louis Kittle
Action|Western,"Hickle, Ratke and Ledner",314165543-X,MX,2022-03-06,14:49,608.23,false,Buddie Dangl
Drama,Mayert-Conn,627855260-4,WSO,2021-07-30,10:07,131.56,true,Gawain Nettleship
Comedy,"Lakin, Lind and Kunze",533229887-0,FDC,2021-09-24,6:27,842.5,false,Louella Pratchett
Comedy|Drama|Musical|IMAX,Schmitt-Lind,067440224-3,MULE,2022-02-09,12:53,206.48,false,Leigh Praten
Comedy,Yundt Group,546940609-1,NCR,2021-09-08,0:55,631.21,false,Ave July
Drama|Romance,"Marvin, Russel and Pouros",290131982-3,MTB.WS,2021-12-09,7:44,293.11,false,Joey Dablin
Documentary,Weissnat-Monahan,639529394-X,UHAL,2021-07-23,0:47,326.65,false,Maryjo Leyton
Comedy|Drama|Romance,"Nicolas, McCullough and Buckridge",606702676-7,CCJ,2021-12-22,11:02,259.66,false,Sophronia Hatherall
Drama,,137107569-7,JHG,2021-08-09,13:18,683.88,false,Karalynn Wonfar
Action|Drama,Vandervort-Willms,188858339-8,EGN,2022-07-01,3:26,845.85,true,Ramsey Cinnamond
Action|Drama,Hermiston-Cummerata,730172233-8,FCFP,2021-08-14,13:28,628.09,true,Trstram ducarme
Drama,Koch-Fay,050741946-4,TTP,2021-07-23,18:11,413.78,false,Stace Caudwell
Comedy,"Buckridge, Crist and Powlowski",050211298-0,WHG,2021-10-14,5:04,493.18,true,Valaree Chessel
Drama|Western,Satterfield-Bartoletti,119631586-8,ICL,2021-08-15,2:02,200.17,true,Norbert Grebner
Animation|Drama,"Homenick, Carter and Mante",492316337-2,NOM,2021-11-21,5:12,124.68,true,Zachery Hatwells
Action|Drama,"White, Gerhold and Herzog",219957995-6,ORIT,2021-07-09,7:20,391.49,true,Anastasie Brombell
Action|Drama,"Maggio, Hayes and Christiansen",661810758-X,CVLT,2022-07-01,1:24,293.0,true,Stace Meller
Drama,Hartmann Group,365621430-1,USPH,2022-06-28,19:39,799.67,true,Leisha Stoade
Drama,Oberbrunner and Sons,930529301-8,V,2022-02-22,19:44,52.92,true,Philis Conrart
Comedy|Romance,Kutch Inc,081488964-6,SRDX,2021-10-24,23:57,724.19,true,Francesco Pollie
Comedy|Drama,Ankunding Group,737330260-2,OIS,2022-06-16,17:34,881.1,true,Bay Traice
Comedy|Romance,"Rodriguez, Kovacek and Corwin",391800535-6,FBMS,2021-10-05,13:42,625.53,true,Ardra Gunson
Comedy,"Abernathy, Zboncak and Carroll",004092909-4,PSAU,2021-07-09,11:02,95.19,false,Ernesta Ashton
Drama|War,"Becker, Block and Cassin",677308471-7,DDF,2021-07-19,22:43,637.28,true,Velma Delhanty
Drama,Hilpert-Luettgen,712602795-8,RMD,2022-04-05,10:15,138.61,false,Sharleen Hibling
Drama,,940549409-0,TVIA,2021-10-16,15:36,802.22,true,Bale Jeratt
Comedy|Romance,Smitham-Becker,633711835-9,AF,2022-02-15,20:06,94.27,false,Lory De Vaar
Crime|Drama|Horror|Mystery|Thriller,"Batz, Gusikowski and Ondricka",116538452-3,FOX,2021-10-27,8:53,362.36,true,Iago Tee
Drama,Gislason LLC,525570977-8,TGEN,2022-03-20,19:00,36.76,false,Jarrad Hindhaugh
Adventure|Western,Klocko-Raynor,953115623-9,VTTI,2022-06-06,18:36,258.79,true,Sebastien Duggleby
Comedy,Rowe-Reynolds,267829455-2,PKE,2021-12-21,5:34,578.18,true,Larine Bunyard
Action|Adventure|Drama,Vandervort LLC,242922263-9,MSD,2021-07-17,5:12,437.13,false,Yulma Jouanny
Drama|Thriller,Emmerich-Langworth,846060657-0,TLRD,2021-12-20,10:42,40.83,false,Banky Adamini
Horror|Mystery|Thriller,Rath-Reichel,866055627-5,DD,2022-03-14,9:10,291.7,true,Davidde Puddan
Western,Schultz-Metz,803103167-3,GNE,2021-12-14,9:24,81.15,true,Pierre Creech
Drama,"Hamill, Walsh and Waelchi",205890633-0,VBND,2021-11-30,19:37,427.02,false,Cassius Berends
Documentary,"Goyette, Erdman and Berge",390836764-6,SRI,2022-06-04,15:40,163.08,false,Mireille MacAloren
Drama,Swift and Sons,202345831-5,PRAH,2022-01-09,21:34,79.01,true,Kelli Fancutt
Comedy,Metz LLC,211683531-3,VRX,2022-06-16,15:43,955.38,true,Sophi Lockyer
Drama,Gutkowski Inc,284481008-X,PTCT,2022-05-03,1:13,476.31,true,Gay Gascard
Drama,"Kilback, Skiles and Hudson",500748754-6,FBK,2021-12-13,14:49,129.48,true,Taffy Coulthurst
Drama,Becker-Koch,689343995-4,MELR,2022-05-11,4:17,784.36,true,Domini Figures
Action|Drama,Crona Inc,053169489-5,OLED,2022-06-14,20:18,337.77,false,Raff Annandale
Comedy,"Leuschke, Sauer and Dickinson",631997628-4,TANH,2022-02-17,22:45,171.46,false,Suzanna Sleath
Comedy,Gibson Inc,630712509-8,CYCC,2022-01-30,10:03,463.13,true,Vida Silversmid
Comedy|Drama|Fantasy|Romance,Legros Inc,922644129-4,WETF,2021-10-15,2:38,339.61,true,Humfrid McMinn
Comedy|Horror,Blick Group,894984675-6,CLACU,2022-04-07,23:10,13.4,true,Kathleen Wincom
Drama|Romance,Kemmer-Wilderman,712060005-2,VTVT,2022-01-02,2:18,126.92,false,Flo Eberle
Drama|Musical,,604587354-8,JMBA,2021-09-01,4:40,857.79,false,Jillene Grigori
Comedy,"McClure, Frami and Schoen",811020863-0,TSQ,2022-03-23,17:44,534.55,false,Jeanelle Thomasson
Drama,Weimann-Graham,660153984-8,TRNO^A.CL,2021-10-04,11:11,506.47,false,Elie Cabane
Comedy,"Kihn, Lakin and Rosenbaum",553059901-X,TRU,2022-02-14,8:29,482.63,true,Iorgo Yushin
Drama|Thriller,"Bernier, O'Kon and Kunze",136463200-4,GCV,2022-03-03,10:20,592.26,false,Cybil Leving
Drama,Cummerata-Legros,649512104-0,TCF^C,2022-04-16,5:20,463.54,true,Marco Burkert
Comedy|Drama,Schamberger LLC,924643126-X,CNK,2022-05-28,14:11,374.45,false,Alaric Garoghan
Adventure|Fantasy|Romance,,364386016-1,TCON,2022-05-19,0:29,846.32,true,Delmar Chess
Comedy,Nitzsche-Gerhold,104445548-9,GALE,2021-11-30,18:19,486.66,true,Arty Scurman
Action|Comedy|Crime,"Jaskolski, McGlynn and Kshlerin",772088917-7,LMT,2022-02-20,21:27,369.7,false,Serena Capelen
Comedy,Wilderman-Buckridge,336573543-7,CCS,2021-12-22,4:15,388.69,false,Edy Heading
Action|Comedy|Drama|Romance,Steuber and Sons,278938067-8,GNE^A,2022-03-11,4:51,579.61,false,Nollie Hixley
Drama,Zemlak-Glover,840110775-X,YPF,2021-10-11,13:54,996.7,false,Neddie Gogerty
Crime|Drama|Fantasy,"Schamberger, Auer and Stehr",787288646-4,BAC^W,2021-09-12,17:11,787.17,true,Erny Cheeke
Horror,Dibbert-Konopelski,757078252-6,CZR,2022-05-07,4:15,397.2,false,Stormie Pfaffe
Action|Crime|Thriller,Smitham Group,176809349-0,ARKR,2021-09-14,1:36,664.97,false,Batholomew Langcaster
Drama,Shanahan LLC,370259941-X,MBI,2022-06-22,8:43,553.97,false,Barnie Schaben
Horror,Towne-Hirthe,441107804-X,THQ,2022-01-28,1:54,486.62,true,Hedda Andrag
Drama|War,Thiel and Sons,905874346-2,DD,2022-03-17,23:10,168.1,false,Karoline Fanton
Drama,"Morissette, Hodkiewicz and Lakin",374236582-7,ARU.CL,2021-11-03,21:57,789.87,true,Garrot Hairs
Animation|Children|Comedy|Fantasy|Sci-Fi,Cronin-Pagac,536264959-0,TLF,2021-12-28,2:01,223.04,false,Elwood Causley
Crime|Drama|Romance,King Inc,294882705-1,SMBC,2022-04-11,2:20,114.07,false,Nil Towne
Romance,Reichel-Gottlieb,210246193-9,C^K,2021-12-09,22:14,530.58,true,Eberto Finnigan
Documentary|War,Berge-Armstrong,566003828-X,NBIX,2021-07-13,3:47,198.54,true,Andee Mancer
Drama|Romance,Bernier and Sons,896960455-3,WFC^L,2021-10-28,2:02,25.01,false,Aubrey Davydzenko
Comedy|Sci-Fi,"Nolan, Ullrich and Crona",133425545-8,DSPG,2021-11-01,17:04,185.54,false,Kati Klaus
Action|Fantasy|Horror,Stroman Group,783529615-2,DXLG,2021-11-05,6:33,430.37,true,Carmon Goranov
Comedy|Drama,Jast-Hackett,655476882-3,TK,2021-10-05,3:23,122.82,true,Emylee Pipkin
Drama|Romance,Gutmann-Flatley,913612330-7,EMMS,2022-04-07,1:30,310.86,false,Morris Hodcroft
Drama|War,Langosh-Beatty,608539901-4,HWKN,2022-01-22,15:02,897.85,true,Frans Axe
Crime|Drama|Mystery,Mraz-Pfeffer,814008467-0,LMIA,2022-05-21,11:52,201.23,false,Selie Catton
Documentary,Gleason LLC,512385690-0,BCO,2022-06-17,22:41,190.95,false,Darin Filppetti
Crime|Documentary|Mystery,Gutkowski LLC,288128472-8,SNFCA,2022-04-12,15:09,442.77,true,Karia Woollin
(no genres listed),Mosciski-Leannon,175689548-1,MSEX,2022-04-05,14:39,203.99,true,Jerad Tisun
Documentary,"Dach, Durgan and Weissnat",573430862-5,VNO^L,2021-12-30,11:24,860.64,true,Adora Chace
Crime|Drama|Mystery,Treutel LLC,180453685-7,ARC,2021-11-08,20:23,619.74,true,Julietta Lapthorn
Drama,"Jones, Padberg and Raynor",559283801-8,JXSB,2022-05-07,23:12,452.88,true,Shayla Langran
Comedy,"Balistreri, Stoltenberg and Blanda",430381782-1,HWKN,2021-12-10,7:03,96.2,true,Bent Cuel
Drama|Romance,"Sporer, Kutch and Metz",245442460-6,MB,2022-04-13,19:44,184.12,true,Carlina Astbery
Comedy|Fantasy|Mystery,Cummerata LLC,182135473-7,KNX,2022-06-27,18:06,37.62,false,Theodosia Woodford
(no genres listed),Dickens-Hartmann,706318149-1,CTWS,2022-04-25,10:52,544.24,false,Shir Grane
Drama,"Green, Kshlerin and Larkin",683113273-1,ATKR,2022-06-10,22:50,846.28,true,Bambie Westmerland
Animation|Drama|War,"Monahan, Zboncak and Tillman",874003264-7,GAB,2022-04-28,7:30,451.07,false,Trula Duckinfield
Animation,Rogahn LLC,284958130-5,TRV,2021-09-14,4:16,165.41,false,Trey Abrahamowitcz
Adventure|Fantasy,Lockman Group,968396692-6,SPLS,2022-05-12,7:15,247.64,true,Trixi Lively
Drama|Romance,"Beier, Leuschke and Stiedemann",875539928-2,EMR,2021-11-21,17:30,275.55,true,Esma Crevy
Drama|Romance,Kunde-Cremin,489593529-9,MMI,2021-11-10,17:57,719.9,true,Otha Giottini
Adventure|Animation|Children|Comedy|Drama|Fantasy|Musical|Romance,Runolfsson and Sons,535389677-7,JBSS,2021-08-30,0:44,64.77,true,Tabbatha Guilayn
Sci-Fi,Fritsch and Sons,935668097-3,RELL,2022-03-30,5:49,701.93,true,Christabel Greendale
Action|Children,Cummings Inc,568136810-6,BTO,2021-10-06,12:56,100.27,true,Kirbee Wringe
Comedy|Drama|Romance,Bode-Luettgen,018739910-7,CBIO,2021-12-19,17:11,190.62,true,Prudi Dewitt
Comedy,Franecki-Miller,049321750-9,NDRAW,2021-08-18,4:37,141.12,true,Jodi McGurgan
Drama|Romance,Mitchell LLC,982625197-6,PPP,2022-03-22,7:05,778.81,false,Cherri Gruszecki
Comedy,Collier and Sons,793228483-X,BAC^Y,2022-01-16,11:19,920.04,false,Dallas Lukasik
Comedy,King LLC,075861763-1,WFC^T,2021-09-11,16:36,112.75,true,Johnnie Jervois
Action|Crime|Drama,Daugherty-Moore,502578174-4,XONE,2022-06-22,18:01,340.13,false,Brennan Gammade
Comedy|Western,"White, Nikolaus and Graham",074338761-9,STAF,2021-12-01,16:16,232.21,false,Maurine Jillions
Comedy,Lebsack-Parker,396452528-6,CBF,2021-09-01,9:39,859.14,true,Jarrid Warlock
Comedy,Wilderman Inc,240567607-9,SKX,2021-11-20,0:32,687.67,true,Vitoria Skegg
Action|Drama|Thriller,Koss and Sons,326420710-9,AQN,2022-02-09,12:59,546.19,false,Marie-ann Ayre
Documentary,Runte-Cummings,204655037-4,BIT,2021-11-08,11:16,412.09,false,Anatola Elmhirst
Drama|Western,Gibson-Morar,057353141-2,AEP,2021-12-12,13:11,658.41,true,Waneta Mennell
Action,Kutch-Strosin,770439224-7,DS^D,2021-12-08,6:16,538.97,true,Griffie MacClay
Action|Comedy|Crime|Drama,Morar-Mertz,998053736-1,RENX,2021-11-02,20:49,832.94,false,Bartel Bernlin
Comedy|Crime,Hyatt-Becker,511912650-2,CUBI^D,2021-09-09,1:39,502.26,true,Kaja Jerke
Crime|Drama|Thriller,Crona-Doyle,175050660-2,XBIO,2021-12-02,1:12,868.84,true,Alayne Downing
Comedy|Mystery,"Quitzon, Kuvalis and Steuber",919610615-8,BLVD,2021-12-06,20:31,556.46,true,Lia O'Kane
Drama,"Hodkiewicz, Lynch and Yundt",183162110-X,CDTI,2021-08-23,11:47,560.15,true,Ransell Scottesmoor
Comedy,Dare Inc,354736495-7,AFC,2022-05-20,2:16,579.95,false,Wilbur Cotherill
Thriller,Mante-Abernathy,483424689-2,HPQ,2022-03-06,23:04,184.93,true,Phedra Leades
Comedy|Drama|Romance,Wisozk-Altenwerth,431287874-9,ESES,2021-10-23,7:36,543.52,false,Hervey Costerd
Drama|Romance,"Wisoky, Littel and Abernathy",827232020-7,DLNG^A,2021-12-27,16:24,862.8,true,Laney Sugden
Drama|Sci-Fi,Sporer-Greenfelder,551498325-0,CIGI,2021-11-03,21:58,274.83,false,Kaine Velten
Comedy|Drama,"Anderson, Willms and Nienow",456122832-2,CERU,2022-06-18,23:58,508.1,true,Tania Rickertsen
Adventure,Purdy and Sons,417225270-2,FNSR,2021-09-14,2:18,957.48,true,Lura Grishenkov
Comedy|Sci-Fi,"Gislason, Stoltenberg and Homenick",436502342-X,DMB,2021-08-09,2:57,531.01,true,Putnam Jeffcoat
Comedy|Horror,Harvey-Heller,958643494-X,TDIV,2021-07-19,18:01,607.75,false,Knox Clorley
Thriller,Ernser-Lubowitz,461710458-5,LZB,2021-07-11,5:14,814.6,true,Alphonse Wooddisse
Crime|Drama|Horror|Mystery|Thriller,"Kertzmann, Swift and Rohan",590177427-2,DBL,2022-03-01,19:40,139.49,true,Cacilie Pellew
Comedy|Drama,,352210803-5,TNH,2022-05-02,3:02,835.26,true,Claudetta Coaker
Comedy|Romance,Altenwerth-Rempel,081740397-3,FGEN,2022-02-11,7:53,312.09,true,Ethelin Petti
Drama,"Denesik, Schmeler and Block",028119635-4,DCP,2021-12-12,8:02,199.86,false,Nina Reiglar
Comedy|Drama|Romance,Schmeler-Moore,952762552-1,PRI,2021-10-09,11:19,817.65,true,Ellery Martinet
Drama,Pagac-Reynolds,328764712-1,OR,2022-05-13,0:25,647.82,true,Georgeanne Blonden
Documentary,,805796484-7,WDR,2021-08-29,7:29,527.74,true,Flory Dabell
Drama,Schuster and Sons,156156424-9,ZTO,2021-08-23,6:10,37.12,false,Bing Rowet
Drama,"VonRueden, Schoen and Block",419529463-0,CORT,2022-01-02,22:11,700.55,false,Danny Laurence
Action|Drama|Thriller,"Spencer, Mante and Murphy",101114055-1,PVAC,2021-10-14,23:39,966.35,false,Bettye Benger
Adventure|Animation|Comedy,Bruen-Ullrich,029383747-3,CFX,2021-09-23,19:02,680.71,true,Booth Robard
Drama,"Schmitt, Littel and Herman",609162747-3,LVS,2022-01-02,16:41,538.9,true,Sheree Yeabsley
Action|Crime|Drama,"Legros, Gleichner and Zulauf",385045167-4,TBBK,2022-03-11,19:05,776.45,true,Ennis Santon
Action|Adventure|Fantasy|Horror,Simonis-Kuvalis,154689836-0,APPF,2022-04-08,1:05,829.88,false,Thacher Dahmke
Drama,"Wiegand, Nienow and Mayert",498072513-9,EXR,2022-06-09,22:51,611.6,true,Griselda Robardet
