,asset_class,counterparty,instrument_id,instrument_name,trade_date_time,trade_date_time_2,price,buySellIndicator,trader,quantity,trade_id
582,Comedy Drama Sci-Fi,Cruickshank-Lebsack,589205454-3,WSTC,2021-08-09 21:17:00,21:17,483.02,SELL,Blair Baudesson,1528,1528
583,Action Horror,Nikolaus-Schowalter,346877906-2,AAPL,2021-11-23 15:43:00,15:43,999.29,SELL,Dion Limming,2061,2061
584,Drama,Steuber Group,023679038-2,SPNS,2021-07-26 22:09:00,22:09,403.42,BUY,Ayn Shadfourth,5174,5174
585,Drama,Jones-Ward,197405722-4,MLNX,2022-02-18 01:15:00,1:15,93.11,BUY,Arley Dymock,2860,2860
586,Drama,Ernser-Torp,222926258-0,CABO,2022-01-26 08:49:00,8:49,696.37,SELL,Arlinda Setterthwait,5627,5627
587,Crime Mystery Thriller,Price LLC,730423897-6,SLG,2022-02-16 14:26:00,14:26,782.5,SELL,Ermentrude Knoles,2176,2176
588,Children Comedy Fantasy,"Monahan, Rohan and Collins",556444869-3,DXCM,2022-06-16 10:19:00,10:19,336.25,SELL,Griselda Kaszper,841,841
589,Comedy,Wolf Group,312262590-3,USAK,2021-08-29 17:08:00,17:08,505.32,SELL,Emelda Fassbender,3127,3127
590,Comedy Fantasy Romance,Morar-Walker,225608204-0,HES^A,2021-09-23 05:54:00,5:54,679.23,SELL,Terrel Keal,4854,4854
591,Drama Romance,Lowe Group,650906785-4,CCMP,2021-08-06 00:01:00,0:01,818.37,BUY,Dino Franzoli,4264,4264
592,Documentary,Funk and Sons,766455428-4,BATRK,2021-12-14 09:41:00,9:41,273.89,BUY,Rourke MacLaughlin,1247,1247
593,Drama,Konopelski and Sons,157907894-X,CLUB,2021-11-29 07:45:00,7:45,611.78,SELL,Dolorita Kaysor,4397,4397
594,Comedy Drama,O'Connell Group,891761254-7,FSFG,2021-10-22 17:10:00,17:10,183.68,BUY,Gianina Spancock,4127,4127
595,Adventure Comedy Crime Mystery,Frami LLC,366050710-5,COST,2021-11-16 06:03:00,6:03,207.46,SELL,Horatio Corneille,5350,5350
596,Drama,Hessel-Bashirian,097659262-2,IROQ,2021-09-29 03:19:00,3:19,579.05,SELL,Wren Breens,3518,3518
597,Action Adventure Fantasy Sci-Fi,Sawayn-Christiansen,166785294-9,CHRW,2021-12-01 06:51:00,6:51,508.84,BUY,Demetris Rivel,4225,4225
598,Comedy,"Osinski, Koelpin and Heathcote",684672547-4,NEWT,2022-03-22 02:10:00,2:10,84.68,BUY,Henderson Gianettini,3950,3950
599,Horror,Goldner Group,686410214-9,SBOT,2021-08-07 04:12:00,4:12,763.23,BUY,Jackelyn Hallewell,2261,2261
600,Drama,"Paucek, Hermann and Harber",699422914-9,ASIX,2022-03-22 16:35:00,16:35,190.44,SELL,Eden Louiset,5618,5618
601,Thriller,"Mante, Dickens and Auer",179277699-3,OOMA,2022-05-29 13:27:00,13:27,628.2,BUY,Jocko Pallin,3622,3622
602,Horror,Turcotte and Sons,334632674-8,NEE^H,2021-07-21 00:19:00,0:19,889.3,SELL,Ludovico Docket,1884,1884
603,Drama,Bartoletti Group,834373876-4,CSS,2022-03-31 22:13:00,22:13,934.83,SELL,Barbe Ronci,4110,4110
604,Comedy Musical,Stoltenberg and Sons,931109702-0,NOW,2021-08-13 20:05:00,20:05,77.4,BUY,Marilee Bonavia,4710,4710
605,Crime Horror Mystery,Kshlerin and Sons,026043447-7,TNXP,2021-08-27 15:17:00,15:17,42.09,BUY,Nanny Yven,5268,5268
606,Drama War,"Sauer, Emard and Pfannerstill",490896555-2,HZN,2022-05-10 10:23:00,10:23,320.0,SELL,Sandra Banaszczyk,4353,4353
607,Drama,Hoppe-Gorczany,481387693-5,CHH,2022-05-26 11:41:00,11:41,664.1,BUY,Melissa Jarrad,5983,5983
608,Comedy Drama Romance,Parker-Gaylord,236733393-9,IRWD,2022-02-01 03:25:00,3:25,396.05,SELL,Hubie Ogelsby,3494,3494
609,Documentary,Braun LLC,263834772-8,FCBC,2022-01-31 14:17:00,14:17,743.61,SELL,Lewie Louedey,366,366
610,Drama,Leuschke Group,105136676-3,KMM,2022-05-23 22:01:00,22:01,743.92,SELL,Joycelin Glazer,1186,1186
611,Action Sci-Fi Thriller Western,Little-Farrell,346795845-1,MX,2021-08-20 07:54:00,7:54,689.62,BUY,Nikolas Loukes,2182,2182
612,Comedy Drama,Harvey-Rice,331730596-7,RAVE,2022-01-08 10:56:00,10:56,606.54,SELL,Weylin Shepherd,4359,4359
613,Children,McGlynn-Conn,633173959-9,AES,2022-02-26 16:46:00,16:46,175.07,BUY,Emmett Diloway,3644,3644
614,Action Thriller,"Schimmel, Boehm and Zulauf",867617491-1,NMR,2021-11-09 17:11:00,17:11,752.71,BUY,Wade Cardall,3444,3444
615,Comedy,Powlowski Group,654333262-X,IBKR,2022-02-24 15:14:00,15:14,567.09,SELL,Mirelle Sollitt,720,720
616,Animation Children Comedy,"Von, Durgan and Zboncak",718414375-2,ATW,2022-01-23 23:43:00,23:43,482.99,BUY,Faydra Yerrell,2090,2090
617,Action Adventure Animation Children Fantasy Sci-Fi,Beer and Sons,808736373-6,GALE,2021-12-13 13:46:00,13:46,590.44,SELL,Wileen Braunstein,4969,4969
618,Action Comedy Crime,Kerluke and Sons,634747596-0,DX^B,2022-04-23 00:55:00,0:55,99.67,BUY,Jaine Challender,2891,2891
619,Comedy Horror Romance,Herzog-Hegmann,734291363-4,ATI,2021-12-09 17:00:00,17:00,187.34,BUY,Cesare Don,4190,4190
620,Children Comedy,Buckridge and Sons,384835224-9,AHT^G,2022-02-22 08:21:00,8:21,708.23,BUY,Caresa McBay,1236,1236
621,Adventure Fantasy,"Cronin, Paucek and Upton",826274537-X,FCAU,2022-04-15 20:43:00,20:43,590.27,SELL,Cross Shillitto,3740,3740
622,Adventure Drama War,Powlowski Group,152530744-4,PME,2021-11-10 21:46:00,21:46,428.43,SELL,Lorena Westman,4570,4570
623,Drama Fantasy Romance,Von Group,285197951-5,BF.A,2022-02-04 12:52:00,12:52,128.62,SELL,Marybeth Petrichat,5529,5529
624,Drama,Leannon Group,900005072-3,KBSF,2021-07-13 01:53:00,1:53,791.81,SELL,Elyn Donovan,5750,5750
625,Drama,McGlynn-Effertz,410881571-8,CVO,2021-12-07 04:58:00,4:58,315.5,BUY,Jacquelynn Blood,1268,1268
626,Horror,"Bogan, Heller and Kuphal",508804738-X,DRAM,2021-08-18 02:13:00,2:13,627.57,SELL,Cyndie Savaage,3379,3379
627,Drama Mystery Thriller,Stiedemann-Schaden,452963141-9,FCNCA,2022-03-02 00:39:00,0:39,71.21,BUY,Aloise Vivyan,2596,2596
628,Horror Thriller,Smitham Group,857327809-9,REG,2022-02-15 22:51:00,22:51,54.65,SELL,Forester Jannaway,1246,1246
629,Horror,"Howell, Witting and Stiedemann",960057703-X,NAVI,2021-12-04 15:21:00,15:21,643.89,SELL,Nikolos Mertel,1770,1770
630,Documentary,"Donnelly, Towne and Cole",457902911-9,CERCW,2022-04-24 10:07:00,10:07,163.11,SELL,Stillman Ceeley,5664,5664
631,Horror Mystery Thriller,Raynor-Vandervort,216992591-0,BFIT,2022-02-14 02:49:00,2:49,678.55,SELL,Camille Giannotti,693,693
632,Action Adventure Comedy,O'Reilly Group,268119390-7,DWAQ,2022-04-15 10:09:00,10:09,695.81,SELL,Carroll Chasmer,3078,3078
633,Drama Romance,Volkman and Sons,407931128-1,BAC^L,2021-12-09 15:13:00,15:13,266.74,SELL,Tomlin Hindmoor,3774,3774
634,Documentary,"Swaniawski, Turner and Farrell",020436052-8,NAN,2022-04-26 17:06:00,17:06,936.22,BUY,Bord Bartolomieu,5292,5292
635,Drama,Berge-McLaughlin,531485428-7,CBU,2021-08-28 11:20:00,11:20,843.05,SELL,Worth Pulford,4914,4914
636,Drama,Bernhard-Greenholt,841776454-2,WATT,2021-11-22 06:39:00,6:39,785.3,BUY,Theressa Malyan,565,565
637,Crime,Spinka-Krajcik,960517599-1,MVC,2022-04-15 00:00:00,0:00,637.55,SELL,Patin Tutchener,5093,5093
638,Comedy Drama,Langosh-Legros,794027173-3,BWG,2022-03-20 13:18:00,13:18,381.23,BUY,Ellen Mullender,1967,1967
639,Comedy Horror,Marquardt-Beer,579769974-5,TRNC,2022-01-24 01:28:00,1:28,922.41,BUY,Derrek Dorsey,434,434
640,Comedy Drama Romance,Schmitt and Sons,353260617-8,ANF,2021-11-30 22:59:00,22:59,220.71,BUY,Bertha McGhie,2207,2207
641,Documentary,Purdy-Kreiger,906878881-7,LUNA,2022-05-17 01:52:00,1:52,220.32,BUY,Lauryn Heffron,1974,1974
642,Horror,Kilback-Torp,949120733-4,FSV,2022-04-26 19:56:00,19:56,507.96,BUY,Lorry Yarranton,5487,5487
643,Adventure Drama Romance,Grant Group,784528291-X,GOODM,2022-03-21 08:53:00,8:53,381.56,SELL,Arman Rigg,3915,3915
644,Drama,Hoeger-Corwin,619114301-X,NTIC,2022-02-23 07:02:00,7:02,931.86,SELL,Katusha Backes,2251,2251
645,Action Adventure Sci-Fi,Christiansen-Barrows,773904961-1,GDEN,2022-06-29 11:01:00,11:01,69.76,SELL,Aliza Gwinn,4151,4151
646,Drama Romance,Mueller-Wisozk,513466120-0,AROW,2021-07-15 01:28:00,1:28,567.4,BUY,Courtney Hobble,2844,2844
647,Mystery Sci-Fi,Koelpin Inc,810889537-5,DYNT,2021-11-10 11:46:00,11:46,480.5,SELL,Fina Liptrod,5464,5464
648,Documentary,Gerhold LLC,790002358-5,HLG,2022-04-04 16:47:00,16:47,208.35,BUY,Dare Tomaszek,140,140
649,Comedy Drama,Marquardt-Bruen,975356734-0,JASN,2022-01-05 04:47:00,4:47,993.94,BUY,Neill Toop,5941,5941
650,Horror,"Boyer, Dare and Schuppe",562441375-0,ATI,2022-02-27 07:09:00,7:09,802.84,SELL,Nikolos Leishman,2264,2264
651,Mystery,Friesen Inc,767168333-7,SEM,2022-03-10 23:49:00,23:49,604.7,BUY,Xymenes Philipps,1416,1416
652,Drama Romance,Kertzmann and Sons,340099842-7,KODK.WS.A,2022-03-20 01:21:00,1:21,382.23,BUY,Ardyth Becker,3907,3907
653,Children Comedy Drama Musical,Hauck-Hilll,957024013-X,PNRG,2022-02-26 17:35:00,17:35,218.53,SELL,Britni Huxley,5273,5273
654,Action Drama,Lynch Inc,555657182-1,SNAK,2022-02-11 19:49:00,19:49,70.55,SELL,Margy Quartley,4142,4142
655,Comedy Drama,"Bode, Armstrong and Hilll",187002730-2,CBU,2022-05-28 13:08:00,13:08,850.76,BUY,Engelbert Graves,5660,5660
656,Action Drama,Bergstrom and Sons,785432427-1,BRO,2022-05-27 09:49:00,9:49,455.05,BUY,Tiffany Matijevic,5712,5712
657,Comedy Musical,Dooley-Lynch,577842554-6,ULH,2022-03-14 07:27:00,7:27,434.12,SELL,Ange Rennels,5396,5396
658,Crime Drama,Orn-Rodriguez,291741327-1,IGT,2022-05-21 01:07:00,1:07,142.03,SELL,Saidee Cheston,5619,5619
659,Comedy Drama,,076089395-0,AIN,2022-06-27 08:09:00,8:09,282.11,BUY,Devina Lux,150,150
660,Comedy Drama Romance War,Mayert Inc,204721382-7,MEET,2022-06-15 12:24:00,12:24,202.89,SELL,Haleigh Dannohl,1804,1804
661,Documentary,"Kovacek, Lebsack and Feest",506163131-5,PCSB,2022-05-16 15:25:00,15:25,256.18,BUY,Goober Ogbourne,4152,4152
662,Adventure Children Fantasy,"Dooley, Bosco and Feil",158846785-6,GJO,2022-01-11 18:45:00,18:45,352.8,BUY,Bendicty Free,2924,2924
663,Comedy Horror,"Mills, Hickle and Rippin",055385812-2,CMCSA,2022-02-25 01:31:00,1:31,853.88,BUY,Nissie Jezzard,4500,4500
664,Drama,"Cruickshank, Smith and Brown",504613990-1,PRTK,2021-07-13 18:08:00,18:08,874.08,SELL,Walther Saffin,4785,4785
665,Action Crime,"Tillman, Marquardt and Parker",502207993-3,WHR,2022-02-13 10:07:00,10:07,924.18,SELL,Kalie Trelease,1996,1996
666,Drama Mystery Thriller,"Huels, Hahn and Reichert",318142211-8,LMBS,2021-07-07 12:52:00,12:52,912.97,BUY,Gabbie Dann,1342,1342
667,Crime Drama,Conroy-Miller,003699669-6,ORCL,2021-10-13 09:45:00,9:45,560.12,BUY,Baxy Allery,679,679
668,Fantasy Horror Mystery War,Herman LLC,854657609-2,CAMT,2021-08-06 20:21:00,20:21,493.2,BUY,Elli Vaun,2470,2470
669,Action Adventure Thriller,"Schultz, Flatley and Zulauf",554091613-1,CTDD,2022-04-19 22:00:00,22:00,937.95,SELL,Guglielmo Spoors,52,52
670,Drama Romance,Bartell Inc,693561064-8,VSAT,2021-11-01 03:13:00,3:13,16.37,BUY,Janina Chatelain,2911,2911
671,Sci-Fi,"Gislason, Gislason and Bernhard",785029738-5,BPTH,2022-03-25 13:30:00,13:30,692.87,BUY,Edlin Ladson,575,575
672,Drama Romance,Jones Group,913131410-4,ACRS,2021-08-16 08:50:00,8:50,883.06,BUY,Lilllie Sextie,3013,3013
673,Drama,Boehm-McClure,273942901-0,AKAM,2021-12-02 05:34:00,5:34,699.52,SELL,Addy Binden,3781,3781
674,Documentary,Runte Group,939718972-7,YUM,2022-05-03 10:15:00,10:15,61.67,SELL,Marcus Lorait,5956,5956
675,Comedy Thriller,West Group,673266844-7,PCQ,2022-06-06 12:34:00,12:34,987.76,SELL,Graeme Avison,4688,4688
676,Action Drama Sci-Fi IMAX,Hane Group,195720668-3,VIA,2021-09-18 02:35:00,2:35,868.39,SELL,Cilka Pellatt,2897,2897
677,Drama,O'Connell-Lynch,754316365-9,DAX,2021-07-12 21:30:00,21:30,233.52,BUY,Vita Banford,4572,4572
678,Comedy Drama,Kertzmann Group,014867975-7,UNB,2021-07-06 16:21:00,16:21,652.93,BUY,Biddie Turnor,5788,5788
679,Drama,Wunsch-Considine,461983906-X,KTP,2021-11-25 22:17:00,22:17,109.51,SELL,Rhetta Ings,5335,5335
680,Comedy Drama,Mraz Group,714310623-2,MMI,2022-05-18 21:32:00,21:32,74.34,BUY,Marline Spyby,1532,1532
681,Comedy Western,Morar-King,344537469-4,CHK^D,2021-11-18 16:26:00,16:26,384.75,BUY,Ninetta Drewett,2571,2571
682,Animation Children Fantasy,"Block, Herman and Leffler",581657451-5,LLNW,2021-07-03 13:44:00,13:44,868.08,BUY,Adel Stronach,3619,3619
683,Thriller,Crist and Sons,366591147-8,ZB^G,2022-07-01 00:58:00,0:58,434.14,SELL,Faydra Lawtie,5699,5699
684,Drama Romance War,,693003218-2,MINDP,2021-10-11 07:29:00,7:29,351.89,BUY,Helga Dingivan,2966,2966
685,Drama,"Ziemann, Davis and Johns",018625192-0,IVTY,2022-05-25 17:28:00,17:28,833.88,BUY,Marcela Nussen,3969,3969
686,Comedy Drama,Hartmann-Walker,051512017-0,TRK,2022-05-14 16:18:00,16:18,100.74,BUY,Abagail Ebdin,2810,2810
687,Action Crime Thriller,Kohler-Bruen,026867325-X,OFG^A,2021-08-13 20:35:00,20:35,250.03,SELL,Arch Prestige,3761,3761
688,Documentary Drama,Thompson-Lowe,859085570-8,CRIS,2021-08-08 20:58:00,20:58,538.0,SELL,Fredia Tollmache,3753,3753
689,Drama,,178563980-3,PPX,2021-07-26 04:38:00,4:38,387.41,BUY,Zaccaria Weatherby,5940,5940
690,Drama,Murphy LLC,148098198-2,EDGW,2021-09-23 13:22:00,13:22,334.72,BUY,Iggy Cudworth,2194,2194
691,Adventure Children Sci-Fi,Larson-Stanton,800112633-1,PINC,2022-02-03 08:46:00,8:46,628.17,BUY,Brooke Eastup,5820,5820
692,Drama Mystery,"Ondricka, Wunsch and Johns",912626664-4,CPRT,2021-08-02 13:33:00,13:33,584.41,BUY,Roxanne Memory,5565,5565
693,Comedy,Cormier Inc,657629946-X,AIZ,2021-12-06 07:59:00,7:59,278.93,BUY,Vanda Sproat,2984,2984
694,Drama Romance,Mayert-Bosco,050357562-3,EGL,2022-06-22 16:45:00,16:45,22.32,SELL,Arthur Edmed,1994,1994
695,Drama,Kautzer-Padberg,451366051-1,TPL,2022-02-23 07:02:00,7:02,191.85,SELL,Katie Gorden,633,633
696,Drama Sci-Fi,Breitenberg-O'Keefe,180820772-6,KEQU,2021-07-05 06:30:00,6:30,977.23,BUY,Toby Seegar,1005,1005
697,Documentary,Bradtke Inc,796218232-6,KMI^A,2021-09-22 13:54:00,13:54,852.6,SELL,Ave Hrishanok,4972,4972
698,Comedy Romance,"Wiza, Doyle and Upton",699769051-3,USLB,2021-10-31 06:36:00,6:36,996.34,BUY,Carey Poley,299,299
699,Comedy,Feeney and Sons,447915914-2,APOP,2021-10-13 14:57:00,14:57,143.45,SELL,Mark Cracoe,3341,3341
700,Crime Horror Thriller,Fisher Inc,671828086-0,AMBCW,2022-06-23 16:24:00,16:24,169.89,BUY,Malorie Pregel,1334,1334
701,Comedy,Fritsch-Bednar,089334167-3,PRN,2021-08-31 10:04:00,10:04,400.06,SELL,Shem Duffield,4370,4370
702,Documentary,,306426309-9,NGHCP,2021-07-30 00:00:00,0:00,210.59,BUY,Carmen Hadcock,3189,3189
703,Animation Children Fantasy Musical Romance,Konopelski and Sons,104459900-6,PEB,2021-09-16 12:01:00,12:01,541.44,SELL,Kristin Fidge,270,270
704,Action Drama,Predovic-Kris,384235264-6,JASNW,2022-06-06 20:57:00,20:57,983.63,SELL,Pearce Calcraft,1049,1049
705,Drama Romance,Tremblay-Christiansen,066350830-4,RBCN,2021-08-24 16:14:00,16:14,508.81,SELL,Jodee Romera,4575,4575
706,Action Comedy Horror Sci-Fi Thriller,"Mohr, Bailey and Gleason",299823051-2,MAN,2022-03-15 03:28:00,3:28,231.36,SELL,Stern Greatrex,1656,1656
707,Crime Drama Thriller,Harber LLC,854555261-0,AHL,2022-02-07 05:42:00,5:42,561.67,BUY,Yolanda Atthow,3332,3332
708,Drama,King-Lynch,351127711-6,PHIIK,2022-02-18 11:47:00,11:47,387.11,BUY,Archambault Vankeev,5537,5537
709,Mystery Sci-Fi Thriller,Kling-Green,904178336-9,EEP,2021-10-07 14:07:00,14:07,541.37,SELL,Dorisa Sillwood,5035,5035
710,Horror,"Green, Mann and Mertz",773159753-9,EXLS,2021-09-02 17:21:00,17:21,842.04,BUY,Lexy Ocklin,5325,5325
711,Drama,,248298498-X,ED,2022-01-30 08:24:00,8:24,615.29,SELL,Julee Southerill,440,440
712,Crime Drama,Greenholt Inc,893959408-8,NEE^C,2021-10-11 08:00:00,8:00,132.43,SELL,Isaiah Pevie,5793,5793
713,Drama Romance,"Greenfelder, Block and Reichert",673426504-8,FRPT,2022-04-01 16:04:00,16:04,552.82,BUY,Shena Rowcliffe,2591,2591
714,Horror Mystery Thriller,"Rogahn, King and McGlynn",257064093-X,ATV,2021-12-22 00:29:00,0:29,103.74,SELL,Marcus Feast,4252,4252
715,Drama,Shields Inc,863626815-X,MX,2022-06-25 11:47:00,11:47,712.01,SELL,Kalila Dobson,5197,5197
716,Documentary IMAX,Ondricka-Borer,110143872-X,ARE,2021-08-10 02:46:00,2:46,235.61,SELL,Garold Gomar,2354,2354
717,Drama,Wilderman-Quitzon,854271913-1,NWL,2021-10-19 05:46:00,5:46,18.06,SELL,Margarete Knobell,250,250
718,Romance Western,Sawayn-Steuber,916062076-5,ESGR,2022-01-28 04:57:00,4:57,721.27,BUY,Dallis Redsell,5477,5477
719,Animation,Hartmann-Herman,862491748-4,PNW,2022-05-25 08:41:00,8:41,266.82,SELL,Gizela Cramphorn,4965,4965
720,Drama Romance,Cruickshank-Sipes,220999971-5,PANW,2021-10-31 17:53:00,17:53,451.56,BUY,Binni Quinlan,3088,3088
721,Crime Drama Thriller,"Hane, Franecki and Quitzon",593010288-0,MBI,2022-06-24 20:25:00,20:25,21.86,BUY,Alfie Tiffin,3012,3012
722,Drama,"Larkin, Brakus and Collins",884583979-6,ELS^C,2021-09-21 12:54:00,12:54,641.96,BUY,Claudian Gookey,3649,3649
723,Drama Romance,Haag-Swaniawski,432635079-2,CATB,2022-04-04 15:47:00,15:47,104.09,SELL,Dawn Sevin,1513,1513
724,Horror,McGlynn LLC,434079310-8,SKYS,2021-09-13 00:32:00,0:32,276.66,BUY,Crosby Mateuszczyk,4782,4782
725,Comedy,Spinka-Lemke,959202090-6,RDN,2022-06-04 08:29:00,8:29,258.07,BUY,Maurie Tovey,4716,4716
726,Comedy,Ondricka and Sons,646882478-8,ALLT,2021-12-25 18:02:00,18:02,406.62,SELL,Christoph Brommage,4676,4676
727,Drama,Nolan-Wehner,150707251-1,PDEX,2022-04-20 16:58:00,16:58,104.3,BUY,Tressa Toyne,175,175
728,Drama,"Witting, Douglas and Kerluke",818950858-X,EDIT,2021-08-20 18:21:00,18:21,73.7,SELL,Claudina Search,2682,2682
729,Drama War,Prohaska-Simonis,277001311-4,TISI,2021-09-27 06:23:00,6:23,96.98,SELL,Ondrea Mars,3819,3819
730,Drama War,"Von, Cremin and Turcotte",884569595-6,SNI,2022-01-11 06:43:00,6:43,110.88,BUY,Claudelle Langer,1125,1125
731,Comedy,Renner-Stamm,690134956-4,WWE,2021-11-10 05:30:00,5:30,800.52,BUY,Dion Pellant,3820,3820
732,Drama Romance,"Schaefer, Dach and Ortiz",066952337-2,IVR^A,2022-06-04 15:10:00,15:10,176.67,BUY,Lisette Dunlap,1538,1538
733,Comedy Drama Romance,Kunze Inc,387468914-X,TMUSP,2022-04-04 08:26:00,8:26,488.35,SELL,Elli Pyford,4490,4490
734,Comedy Romance,Ullrich-O'Reilly,657303276-4,NUO,2022-03-06 10:56:00,10:56,616.78,SELL,Glory Golda,3069,3069
735,Drama,Paucek and Sons,918133731-0,SYF,2021-07-24 16:23:00,16:23,358.06,SELL,Andree Fairbank,3573,3573
736,Comedy Romance,Gutkowski-Schinner,402007605-7,AAPL,2022-04-12 17:38:00,17:38,216.87,BUY,Lamond Cleere,371,371
737,Documentary,Hintz Inc,991913065-6,BGR,2021-08-05 22:44:00,22:44,223.68,BUY,Gianna Argue,3989,3989
738,Western,Bogan Inc,388608883-9,CPSS,2021-10-14 20:07:00,20:07,385.15,SELL,Mahmoud Edkins,5724,5724
739,Adventure Drama Sci-Fi,"Kirlin, MacGyver and Nitzsche",424210656-4,CLNT,2021-10-05 22:19:00,22:19,746.55,SELL,Miof mela Amburgy,4375,4375
740,Drama,Greenholt and Sons,242299772-4,HCI,2022-01-22 21:00:00,21:00,577.79,SELL,Pryce Learmonth,959,959
741,Documentary,Ortiz and Sons,744383935-9,APPN,2021-07-17 02:40:00,2:40,868.62,BUY,Gilburt Mattiuzzi,4089,4089
742,Drama,"Ondricka, Sipes and Lind",915831993-X,GDL,2021-11-11 10:51:00,10:51,784.25,BUY,Guillaume Baysting,2886,2886
743,Comedy Mystery,Hudson-Harris,875273258-4,PJH,2022-01-17 04:40:00,4:40,529.22,BUY,Kalindi Starmer,5671,5671
744,Drama War,"Adams, Cartwright and Nienow",651824354-6,CVGI,2022-04-13 07:04:00,7:04,178.66,SELL,Judi Truscott,4863,4863
745,Comedy,"Hahn, Johnson and Hudson",024765997-5,MBFIP,2021-10-27 23:08:00,23:08,359.14,SELL,Sabina Robinson,1272,1272
746,Comedy Romance,,093142052-0,ARC,2022-06-08 15:55:00,15:55,79.38,BUY,Lissi Dellow,2646,2646
747,Drama Musical Romance,"Kuhic, Orn and Mann",612453480-0,FMK,2021-08-25 12:16:00,12:16,205.34,BUY,Ellsworth Karsh,2644,2644
748,Horror,,030132514-6,SBH,2022-04-09 01:53:00,1:53,788.13,BUY,Iorgo Sargant,4705,4705
749,Drama Musical Romance,Wolff-Stracke,732216408-3,GALE,2021-11-01 16:40:00,16:40,63.94,BUY,Ingamar Sink,2047,2047
750,Horror,Daugherty and Sons,508910042-X,DY,2022-05-08 14:25:00,14:25,697.49,BUY,Gun Mathy,1250,1250
751,Drama,Bogan Group,285573989-6,MNST,2022-05-11 23:18:00,23:18,952.43,SELL,Flynn Stuck,3369,3369
752,Drama Horror Romance,Kris-Larkin,340641823-6,STBZ,2021-11-18 16:14:00,16:14,818.5,BUY,Koral Glentworth,5644,5644
753,Drama,"Walsh, Schmidt and Cassin",903697465-8,UTI,2021-12-26 20:33:00,20:33,589.27,BUY,Brock Rumford,5756,5756
754,Action Adventure Crime Romance Western,"Ledner, Breitenberg and Rath",873831455-X,CYCC,2021-07-25 17:51:00,17:51,216.83,SELL,Ginelle Camm,3142,3142
755,Drama,Ferry-Littel,630036494-1,D,2022-02-04 18:24:00,18:24,202.54,SELL,Sauveur Dafydd,5974,5974
756,(no genres listed),,274055161-4,MANH,2022-04-09 15:41:00,15:41,649.17,BUY,Leodora Smallpiece,4546,4546
757,Comedy Drama,Rolfson LLC,324252916-2,BNDX,2022-04-03 05:15:00,5:15,455.95,SELL,Lilli Dowdell,73,73
758,Drama Thriller,Harris and Sons,332578108-X,WSM,2021-08-03 10:38:00,10:38,357.93,SELL,Shay Choudhury,4630,4630
759,Drama Mystery Thriller,,215283738-X,IBB,2021-12-11 07:56:00,7:56,86.74,BUY,Arlee Dargie,3634,3634
760,Drama Mystery,Boehm-Satterfield,568374036-3,IMNP          ,2021-08-01 15:27:00,15:27,850.34,SELL,Thaxter Bischof,1531,1531
761,Crime Drama,Roob-Thiel,377266683-3,JPM^E,2021-09-30 08:09:00,8:09,955.03,BUY,Mic Tutton,5133,5133
762,Horror,Farrell LLC,349362152-3,WILC,2022-01-12 17:26:00,17:26,374.9,BUY,Cinderella Scrogges,4884,4884
763,Sci-Fi,Rodriguez LLC,371015898-2,KO,2022-05-26 20:03:00,20:03,516.67,SELL,Debor Dakers,3214,3214
764,Documentary,Lowe-Gorczany,970050847-1,FCFS,2021-08-13 18:49:00,18:49,219.04,SELL,Corby Heinzel,5129,5129
765,Action Drama Sci-Fi,Towne LLC,248428179-X,CAKE,2022-05-15 22:06:00,22:06,606.88,SELL,Daisy Horbart,3311,3311
766,Drama,Strosin-Okuneva,995185149-5,CRME,2022-04-26 23:38:00,23:38,561.01,SELL,Tiff Roll,5033,5033
767,Drama Thriller,Hahn-Cartwright,677884308-X,FSB,2022-06-06 18:19:00,18:19,21.15,BUY,Normand Maneylaws,1757,1757
768,Crime Drama Thriller,Hyatt-Kling,470791151-X,GPIAW,2021-10-18 04:40:00,4:40,409.11,BUY,Eachelle Filon,1152,1152
769,(no genres listed),Dietrich Inc,808430464-X,MAIN,2022-05-30 06:59:00,6:59,151.29,SELL,Dore Stubbe,3180,3180
770,Documentary,Hane-Dooley,993716331-5,CNAT,2021-09-30 03:19:00,3:19,543.9,SELL,Vaughn Moxsom,4432,4432
771,Crime Drama Thriller,Kirlin LLC,938238531-2,ETSY,2022-05-27 10:34:00,10:34,61.6,SELL,Cullie Zwicker,5854,5854
772,(no genres listed),Kuhn-Kulas,779353679-7,MHLD,2021-10-31 18:27:00,18:27,168.48,BUY,Ferdinande Markson,19,19
773,Drama,Ebert-Simonis,697353360-4,PTH,2022-05-18 22:25:00,22:25,333.23,SELL,Dinny Rubery,1163,1163
774,Documentary,Fay-Lindgren,025845961-1,PTEN,2022-04-20 12:39:00,12:39,713.1,BUY,Therine Cham,3303,3303
775,Animation Children,"Brakus, Runte and Bartoletti",588710511-9,BNTCW,2021-08-18 01:03:00,1:03,91.4,BUY,Mace Gittose,3503,3503
776,Comedy,Hamill-Kemmer,512732034-7,MON,2022-03-16 03:25:00,3:25,886.2,BUY,Gib Dran,163,163
777,Comedy Drama Romance,Mayer-O'Hara,890463195-5,LAUR,2021-09-27 12:36:00,12:36,668.64,BUY,Woodman Thow,2261,2261
778,Drama,"Senger, Kunze and Schmeler",189893289-1,CTRE,2022-03-25 11:57:00,11:57,840.85,BUY,Arnie Domingues,5439,5439
